N°;type-id;thematic-id;Titre;author-id;editor-id;Mentions d'édition;Date de publication;Pagination;Tomaison;collection-id;language-id;ISSN - ISBN;Support;Adresse Document Source;Lien URL;localisation-id;Cote;Résumé;Statut;
443;21;7;Panorama des dispositions contenues dans la loi portant nouvelle organisation territoriale de la république (NOTRe);110;245;Non;01/08/15;78 p.;Non;111;5;Non;Physique & en ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\_BD_DOC\BD_Docs&Ressources\Collectivités_Territoriales\COL00009_cnfpt_panorama_dispositions_loi_notre_aout_2015.pdf;http://www.cnfpt.fr/sites/default/files/cnfpt_panorama_dispositions_loi_notre_aout_2015.pdf;1;COL 00009;Le présent document - publié juste après la publication de la loi au Journal officiel - a pour objectif de présenter - de façon synthétique et rapide - l’essentiel des dispositions qu’elle contient. Il est structuré en trois parties : une présentation - article par article - des principales dispositions - un QCM portant sur la loi et une bibliographie sélective relative à ce texte vous permettant d’accéder à des informations complémentaires.;Disponible;
441;21;3;Les dossiers FNAU n°35 : passer à l'action dans les campagnes urbaines;174;167;Non;30/04/15;24 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.fnau.org/file/news/FNAU%2035%20CAMPAGNES%20V11.pdf;1;AMU 00125;"La FNAU sort son Dossier 35 sur les ""campagnes urbaines"" qui reprend les travaux d’un groupe de travail partenarial mis en place suite à la 34e Rencontre des agences d’urbanisme à Amiens - en 2013. Plusieurs recommandations et exemples pour passer à l’action dans les espaces périurbains et pour faire projet avec et pour ces territoires. ";Disponible;
442;14;3;La longue ville;76;102;Non;01/10/13;83 p.;Non;111;5;978-2-85302-165-4;Physique;Non;Non;1;AMU 00126;Doubler si besoin la population de la planète - sans toucher aux villes existantes - mais avec un confort d’usage bien supérieur à celui d’aujourd’hui dans nos villes européennes - sans dépasser une moyenne de deux étages et demi sur commerces - avec des rues piétonnes à chaque îlot - des parcelles à double accès (piétons/voitures) - la nature présente partout  à moins d’une demi-heure de marche - à raison d’un million de personnes chaque vingt kilomètres et le tout sans la moindre démesure ni “banlieue” - serait-ce donc possible ?;Disponible;
438;21;3;Traits d'agences : L'individu créateur de ville;392;167;Non;31/08/15;23 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.fnau.org/file/news/TA26_BAT_L%20planche.pdf;1;AMU 00123;Cette nouvelle Rencontre nationale des agences d’urbanisme sera l’occasion de présenter des expériences variées - dans lesquelles l’individu aura trouvé sa place - d’en discuter les résultats ainsi que les conséquences pour l’action publique et dans nos pratiques professionnelles. Ce dossier préparatoire - largement illustré par les agences d’urbanisme - permet de partager nos questionnements et d’annoncer nos débats à venir.;Disponible;
439;21;3;Les dossiers FNAU n°31 : les agences d'urbanisme au cœur du renouvellement urbain ;174;167;Non;30/06/14;30 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.fnau.org/file/news/FNAU%2031%20RENOV%20URBAINE%20HD.pdf;1;AMU 00124;Issu d’une dynamique novatrice et sans précédent dans l’histoire de la Politique de la Ville - le Programme National de Rénovation Urbaine (PNRU) a accompagné ces dix dernières années la mutation de près de 500 quartiers populaires. Au vu des changements apportés dans l’amé- lioration du cadre de vie des habitants - il apparaissait utile de porter témoignage de la valeur ajoutée des agences d’urbanisme dans l’élaboration - la mise en œuvre et la poursuite de cette politique.;Disponible;
440;14;9;Du Far West à la ville : l'urbanisme en question;128;70;Non;25/09/15;238 p.;Non;136;5;978-2-86364-236-8;Physique;Non;Non;1;ECO 00029;L’urbanisme commercial existe-t-il ? De quoi est-il le nom ? Se réduit-il aux fameuses « entrées de villes » ? Comment faire évoluer les sites concernés par l’activité économique du commerce en y apportant plus de proximité - de mixité d’activités - c’est-à-dire d’urbanité ? Comment éviter que certaines de ces zones commerciales déclinent du fait d’une baisse de fréquentation et deviennent de véritables « friches commerciales » ? C’est à ces questions - à partir d’études et de projets sur huit sites français et de l’avis de nombreux élus - experts - acteurs réunis dans le programme des « Ateliers nationaux Territoires économiques » que cet ouvrage tente de répondre. Pour chacun des sites considérés - qui constituent un échantillon représentatif de la réalité française - une réflexion est menée sur leur situation économique et juridique spécifique - des projets sont envisagés avec pour objectif de « faire bouger les lignes » dans le contexte actuel de dé-croissance durable et avec le souci de mettre les activités commerciales à leur juste place.;Disponible;
417;14;20;Articuler urbanisme et transport : Les contrats d'axe français à la lumière du Transit-Oriented Development (TOD);84;255;Non;11/02/15;152 p.;Non;25;5;978-2-37180-028-1;Physique;Non;Non;1;TRA 00051;En 2010 - le Certu a publié un ouvrage sur le thème de l’articulation des politiques de transport et d’urbanisme - illustré par cinq expériences innovantes de chartes et de contrats d’axe à Lille - Grenoble - Toulouse - en Île-de- France et dans l’agglomération franco-valdo-genevoise. Dans la suite de cette première publication - ce nouvel ouvrage propose de faire le point sur l’état d’avancement de ces démarches. Puis - il met en évidence de nouvelles dynamiques en cours sur des contrats d’axes récents initiés autour de lignes ferroviaires périurbaines. L’ouvrage explore également le concept nord-américain du TOD encore peu connu des praticiens en France. Il rend compte notamment de son application aux États-Unis. Il aborde aussi des exemples de ses déclinaisons à Montréal - au Mexique et en Chine. Ces différentes démarches sont mises en perspective pour en tirer des enseignements. Si ces deux « outils » partagent une même ambition de densification et de conception d’urbanisations compactes autour des axes de transport - ils sont en pratique utilisés de façon différente. Ce retour d’expériences de contrats d’axes à la française et des différentes déclinaisons internationales du TOD s’adresse à tous ceux - élus - services techniques des collectivités - agences d’urbanisme - bureaux d’études qui souhaiteraient initier des démarches du même type pour développer une ville des courtes distances et articulée avec les transports collectifs.;Disponible;
435;7;3;Bilan et perspectives de l'intercommunalité;268;334;Non;14/11/97;67 p.;Non;111;5;Non;Physique;Non;Non;1;AMU 00122;Le district de Bayonne-Anglet-Biarritz a fêté ses vingt-cinq ans en 1997. Vingt-cinq ans - c'est le début de l'âge adulte et c'est en même temps un âge où l'on fait des progès pour la phase de maturité. Pour célébrer cet anniversaire et compléter la campagne d'information sur les réalisations du District - ce qu'il est aujourd'hui et les projets sur lesquels il travaille - le bureau du District a souhaité organiser une journée de réflexion sur le bilan et les perspectives de l'intercommunalité.;Disponible;
436;21;19;Mesure de l'activité touristique en pays basque ;71;330;Non;01/03/93;102 p.;Cahier n°1;111;5;Non;Physique;Non;Non;1;TOU 00002;L'objet de cette étude est de mesurer l'activité touristique au Pays Basque. La tâche est techniquement malcommode en raison de l'incertitude des sources - mais elle est aussi théoriquement  difficile parce que le tourisme est un phénoméne  économique complexe.;Disponible;
434;22;13;Le XXIème siècle sera-t-il CYBER ou ETXE?;126;227;Non;01/01/00;54 p.;Non;111;5;Non;Physique;Non;Non;1;HAB 00027;Appel à réflexion sur la production de l'habitat au Pays Basque;Disponible;
433;18;10; Protégeons notre patrimoine naturel commun;352;51;Non;18/08/15;37 p.;Non;11;5;Non;Physique;Non;Non;1;ENV 00061;Brochure de présentation du projet REDVERT. Elle constitue un outil pour la bonne compréhension des enjeux induits par la trame verte et bleue et de sa bonne intégration dans les projets communaux - intercommunaux et transfrontaliers.;Disponible;
432;22;12;Rapport d'activité 2014;160;175;Non;25/07/15;13 p.;Non;120;5;Non;Physique;Non;Non;1;FON 00009;Le rapport d'activités 2014 fait état de l'avancement du programme plurianuel d'intervention 2011-2015: sites d'acquisition - cessions - prestations d'ingénierie. ;Disponible;
431;14;3;la ville franchisée : formes et structures de la ville contemporaine;135;198;Non;01/10/06;398 p.;Non;131;5;2-903539-75-8;Physique;Non;Non;1;AMU 00121;"Désormais omniprésent - l'étalement urbain combiné à la recomposition des villes remodèle la géographie fabriquant des territoires hybrides - ni urbains - ni ruraux. A partir de l'analyse du cas français - mais considérant aussi l'Amérique - l'Asie et l'Afrique - l'ouvrage étudie les effets conjoints des infrastructures routièrtes - des lotissements pavillonnaires et des centres commerciaux. Attentif aux conséquences morphologiques - économiques et sociales - l'auteur révèle les convergences planétaires autour d'un urbanisme de secteurs et d'une ville franchisée. Ce qualificatif doit s'entendre dans le sens commercial des villes saisies par les logiques du marketing mais aussi dans l'acceptation domaniale du terme - à savoir la privatisation progressive d'espaces toujours plus vastes. David Mangin dénonce ces environnements sécurités - de moins en moins publics et gratuits - qui prolifèrent insidieusement en centre-ville autant qu'en périphérie. Il s'emploie ici - comme dans ses projets - à défendre le principe de la ""ville passante"" fondé sur l'idée d'une moindre dépendance automobile - d'une forte hétérogénéité des architectures et d'une véritable diversité d'usages.";Disponible;
430;21;9;La Route des Lasers en Aquitaine;58;280;Non;01/07/13;11 p.;Non;4;5;2260-3840;Physique & en ligne;Non;http://www.aucame.fr/web/publications/acturba/fichiers/ActUrba09_RteLasers.pdf;1;ECO 00028;L’implantation au sud de Bordeaux du plus grand laser d’Europe - le Laser Mégajoule - a conduit les acteurs de la région Aquitaine à structurer et développer une filière photonique dans le domaine de l’optique et des lasers. Fédérant l’ensemble des acteurs de la recherche - du transfert de technologies - de l’industrie et de la formation - le pôle de compétitivité Route des Lasers® façonne progressivement l’écosystème de croissance et d’innovation. En Basse-Normandie - les réflexions engagées sur l’avenir du Plateau Nord à Caen offrent l’opportunité de créer un « cluster » ou une filière régionale à haute technologie - en s’appuyant sur le potentiel technologique et de recherche de l’agglomération caennaise. L’analyse de l’expérience vé-cue en Aquitaine laisse entrevoir des pistes d’actions possibles dont peuvent s’inspirer les décideurs locaux.;Disponible;
304;14;1;Logistique et territoire;297;124;Non;01/10/06;64 p.;Non;23;5;1240-0874;Physique;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Aménagement_du_Territoire\AMT00045_LogistiqueEtTerritoire_20061001.pdf;Non;3;AMT 00045;Le premier numéro de Travaux présente l’étude Logistique et territoire de Michel Savy - professeur à l’Université Paris XII et à l’Ecole nationale des Ponts et Chaussées - réalisée à partir des travaux d’un groupe de travail réuni par la DIACT. Que recouvre réellement l’activité logistique ? Quelle est la place des plates-formes françaises par rapport à leurs concurrentes européennes ? Comment développer leur vocation internationale ? Autant de questions auxquelles s’attache à répondre cette étude destinée aux acteurs de l’aménagement du territoire - qu’ils appartiennent à des collectivités territoriales - des services de l’Etat ou des entreprises. Identifiant les tendances et les enjeux à partir de l’analyse des liens entre logistique et territoire - ce document propose des critères d’évaluation pour les projets logistiques et présente des moyens et des procédures d’intervention dans un domaine où la France ne manque pas d’atout.;Disponible;
230;14;10;Trames vertes urbaines. De la recherche scientifique au projet urbain.;312;189;Non;01/05/13;340 p.;Non;111;5;978-2-281-12921-2;Physique;Non;Non;1;ENV 00024;Les trames vertes sont des aménagements du territoire visant à reconstituer un réseau écologique cohérent - pourvu de réservoirs de biodiversité. Elles reposent sur la protection des habitats naturels et permettent aux espèces animales et végétales de circuler - de s’alimenter et de se reproduire. Elles ont aussi un rôle majeur dans le fonctionnement urbain et sa durabilité. Issues des lois Grenelle I et II - les trames vertes doivent être intégrées dans les documents de planification de l’État et dans les plans locaux d’urbanisme (PLU) depuis 2011. Richement illustré - ce guide propose une méthodologie de mise en œuvre des trames vertes en milieu urbain. Après avoir défini dans une première partie le concept de trame verte au regard de la réglementation - l’ouvrage présente dans la deuxième partie les résultats d’un programme de recherche coordonné par des urbanistes - écologues - sociologues - géographes et économistes. Ils reposent essentiellement sur une étude des écosystèmes de plusieurs villes françaises - comme Marseille - Paris - Angers - Nantes - Strasbourg - Montpellier ou encore Rennes. Sont ensuite analysés les enjeux écologiques et socio-économiques de la structuration des espaces existants - qui tiennent compte de l’implication des différents acteurs au niveau global (échelle de la ville) - paysager (échelle du secteur - du quartier) et local (échelle du jardin et de l’îlot). Enfin - de nombreuses fiches pratiques permettant la mise en œuvre d’une stratégie opérationnelle de trame verte détaillent les cinq étapes clés : _ le projet politique (définition - enjeux - espaces concernés - financement)  - _ le diagnostic (identification des besoins - analyse exhaustive des potentialités écologiques et sociologiques du territoire - prise en compte des contraintes et limites physiques - administratives ou juridiques du tracé de la trame - etc.)  - _ le scénario envisagé (arbitrage des demandes et besoins locaux - programmation - implication des habitants - etc.)  - _ la mise en chantier (étude d’une trame verte - de sa conception à sa finalisation)  - _ la gestion dans le temps et dans l’espace (communication - ajustement des modes de gestion écologique - etc.). Véritable outil de travail et d’aide à la décision - cet ouvrage s’adresse aux urbanistes - directeurs des espaces verts - paysagistes - techniciens et ingénieurs territoriaux - qui y trouveront des solutions concrètes de gouvernance et de gestion des trames vertes. Il est aussi destiné aux bureaux d’études - soucieux de réaliser et valoriser leurs projets de maillage vert.;Non disponible;
427;21;3;Fabriquer la ville - à quel prix?;259;117;Non;01/04/15;82 p.;Non;111;5;1240-0874;Physique;Non;Non;3;AMU 00119;Ce numéro est placé sous le prisme du projet urbain et de son modèle économique. Le dossier interroge le coût de fabrication de la ville. Ville à bon marché ? Ville frugale ? Ville économe ? Ville low cost ? Sous ces appellations - quelque chose se cherche dans l’économie de la fabrique urbaine - entre raréfaction des financements publics nationaux et locaux et profusion de capitaux privés internationalisés en quête d’investissements rentables. Mais ne s’agit-il pas aussi de prendre en compte la contrainte environnementale - de s’inscrire dans la transition écologique et énergétique - de se mettre à l’heure de la révolution numérique - de répondre aux exigences citoyennes d’une co-production urbaine ? Pour répondre à cette question - Urbanisme a sollicité les analyses de Jean Haëntjens (économiste et urbaniste) - Ariella Masboungi (inspectrice générale de l’administration du Développement durable) - Isabelle Barraud Serfaty (consultante en économie urbaine) et Morgan Poulizac (Science Po Paris - cycle d’urbanisme). Une table-ronde réunissant Alain Garès - aménageur (SPLA Europolia / Toulouse Métropole) - David Mangin - architecte-urbaniste (agence Seura Architectes) et Jean-Luc Poidevin - développeur-promoteur (groupe Nexity) interroge le modèle d’action publique à la française. Ce dossier suit également la manière dont un maire nouvellement élu en 2014 (Philippe Saurel - à Montpellier) réexamine les projets à l’échelle de la métropole. Il s’intéresse enfin à la méthode par laquelle les habitants de Hanoï densifient spontanément l’habitat individuel.;Disponible;
429;13;3;KaléidoSCoT : expériences d'agences d'urbanisme;174;254;Non;01/10/08;208 p.;Non;111;5;1240-0874;Physique & en ligne;Non;http://www.fnau.org/file/news/kaleidoScot(5).pdf;1;AMU 00120;Huit ans après la promulgation de la loi Solidarité et renouvellement urbains (modifiée par la loi Urbanisme et habitat) - la majorité des SCoT des grandes agglomérations ont été réalisés par des agences d’urbanisme. Le réseau des agences a acquis durant ces années une réelle expérience en matière d’élaboration et de gestion des SCoT. De nombreux SCoT de cette première génération connaissent depuis quelques années une phase de finalisation ou de mise en œuvre : certains - approuvés - voient déjà l’application de leurs orientations  - d’autres - en cours d’achèvement - connaissent un niveau relativement avancé d’élaboration et de définition du projet.;Disponible;
428;21;10;Climat - air - énergie: les territoires en transition;5;334;Non;01/05/15;27 p.;Non;76;5;1240-0874;Physique & en ligne;Non;http://www.adcf.org/files/MAG-INTERCO/ADCF-Interco200-web-V2.pdf;1;ENV 00060;Le projet de loi de transition énergétique pour la croissance verte - en cours d’examen au Parlement - porte parmi ses objectifs un renforcement des compétences des collectivités en matière de politiques énergétiques et du climat. Un pas important - qui devra être suivi au coeur des territoires par la mise en oeuvre de véritables stratégies.;Disponible;
426;21;14;Maîtriser l'imperméabilisation des sols;2;338;Non;01/05/15;8 p.;Non;111;5;Non;En ligne;Non;http://www.aurba.org/Publications/Syntheses/Environnement/Maitriser-l-impermeabilisation-des-sols;2;IDC 00022;L’imperméabilisation des sols et ses incidences sur le cycle de l’eau (risques accrus d’inondation ainsi que de pollution des nappes phréatiques et cours d’eau - augmentation des coûts d’assainissement…) figurent en bonne place dans la liste des effets négatifs sur l’environnement de l’étalement urbain observé en France et en Europe depuis les années 1970. Si la limitation de la consommation d’espaces naturels - agricoles et forestiers en frange et à l’écart des agglomérations demeure l’un des principaux enjeux d’un développement urbain durable - la maîtrise voire la réduction de l’imperméabilisation des sols dans les espaces déjà urbanisés au sein des agglomérations devient elle aussi un objectif crucial pour réduire la vulnérabilité des milieux urbains aux effets des changements climatiques en cours et à venir (en particulier effet îlot de chaleur urbain et risque inondation accru). Cet enjeu est à concilier et à articuler avec deux autres ambitions importantes en matière d’urbanisme : - le renforcement de la présence de nature en ville  - - la nécessité de « reconstruire la ville sur elle-même » - en optimisant le foncier libre dans les espaces déjà urbanisés. Comment appréhender et mesurer l’imperméabilisation des sols en milieux urbain et périurbain ? Quels sont les outils mobilisables pour maîtriser ce phénomène ?;Disponible;
11;6;1;Le Plan de Développement Durable du Littoral Aquitain 2007 - 2020;198;158;Non;25/06/10;76 p.;Non;111;5;Non;Physique & en ligne;Non;;3;AMT 00003;Fruit d’une réflexion collective et partenariale impliquant l’ensemble des acteurs du littoral - ce document a nécessité plus de 18 mois d’élaboration - au cours de laquelle se sont mobilisées les instances de gouvernance et de concertation du GIP. Il a été validé par l’Assemblée Générale du GIP d’octobre 2009 puis approuvé par l’ensemble des collectivités membres à la fin de l’année 2009. Elément central d’une stratégie d’aménagement partagée du territoire à l’horizon 2020 - le PDDLA s’appuie sur les 3 piliers du développement durable et sur les principes de la gestion intégrée des zones côtières. ;Disponible;
425;21;1; Saisons en ville - LA Confidential - Crowdfunding et urbanisme - Bio-diversité;2;110;Non;07/05/15;84 p.;Non;20;5;978-2-36062-128-6;Physique & en ligne;Non;http://www.aurba.org/Publications/CaMBo/CaMBo-7/Editorial-de-CaMBo-7;1;AMT 00060;Des liens ! Des lieux certes - mais aussi des liens. Villes et territoires doivent aujourd’hui se comprendre et se concevoir dans cette dualité. Or - cette manière de voir ne va pas de soi. Car tout concourt à privilégier des représentations de l’espace faites de périmètres et de surfaces. Logiques politiques et techniques convergent pour préférer les limites et les aires aux flux et aux réseaux. La géométrie euclidienne l’emporte sur la théorie des graphes.  Le politique s’organise à l’aune des circonscriptions électorales - fort légitimement du reste. La planification spatiale - structurée par l’occupation foncière - adopte les langages de l’architecte et du géomètre-expert : des zones et des parcelles - des hectares et des mètres carrés. Les statisticiens découpent les territoires en mailles - tels les Iris (« îlots regroupés pour l’information statistique ») chers à l’Insee - survalorisant de facto l’information géographique« surfacique ». Les aplats de couleur organisent les cartes.  Inventée il y a plus d’un demi-siècle - l’approche systémique nous a pourtant habitués à voir le monde avec des points et des flèches - pour privilégier les échanges entre les parties du système étudié plutôt que l’analyse de chacune d’elles (oublier Descartes et son obnubilation du découpage !). D’ailleurs - dans sa vie d’habitant - de travailleur - de client - d’usager - chacun sait bien que les limites administratives se franchissent quotidiennement - sans coup férir. Et chacun sent confusément que si les hommes ont inventé la ville - ce n’est pas pour rester au logis mais pour « maximiser les interactions spatiales » - autrement dit favoriser le développement des liens entre les individus - les activités - les lieux.  Les dynamiques territoriales contemporaines accentuent cette dimension relationnelle de l’urbain. Sous la double impulsion de l’intensification des échanges économiques et des progrès techniques - la mobilité et les échanges s’accroissent. La « métropolisation » résume ce processus de « mise en réseau » - au-delà des terminologies institutionnelles du moment.  Il revient aux analystes de proposer les informations – les chiffres - les cartes et les notions – aptes à rendre compte de cette nouvelle géographie des flux et des interdépendances  - aux acteurs politiques d’imaginer et mettre en oeuvre les dispositifs de gouvernance en phase avec l’« interterritorialité ».  Il ne s’agit certes pas de livrer les territoires à la « tyrannie » des flux - ceux de l’économie ou des grands réseaux de service. Mais il faut inventer des combinaisons inédites entre lieux et liens - sachant accepter des appartenances territoriales et réticulaires multiples. C’est à quoi nous invite Olivier Mongin dans son bel ouvrage sur La ville des flux. L’envers et l’endroit de la mondialisation : encourager « l’émergence de milieux qui cherchent à soumettre ces flux à l’exigence anthropologique de l’habiter - ainsi qu’à celle - politique - de l’agir ensemble ».  Il convient aussi de penser à ses « voisins » - à ne pas négliger ce qui est de l’autre côté du trait (les voisins proches de la contiguïté) ou au bout de la ligne (les voisins lointains de la connexité). Ne pas faire comme les présentateurs de la météo qui - chaque soir - commentent une carte de France entourée d’un no man’s land sans soleil ni nuages. Oublier la tentation insulaire.;Disponible;
420;21;3;VILLE ET PORT Comment le maritime se dessine dans la ville;58;280;Non;01/03/15;4 p.;Non;123;5;1964-5155;Physique;Non;Non;1;AMU 00117;Les places portuaires peuvent être définies comme l'interface entre les espaces maritimes et continentaux - dépassant largement l'arrière-pays des villes - ouvert sur le monde d'un côté - parfois sur un continent de l'autre. Mais à l'intérieur même de cette interface - il en est une autre - mouvante au cours des temps - qui est celle de la limite entre le port et la ville. Sous un double phénomène d'évolution de l'organisation portuaire et de pression urbaine des villes - certains espaces changent de vocation. Quels sont les processus à l'oeuvre?;Disponible;
423;21;3;Commerce & mode de vi(ll)e;58;280;Non;01/12/14;19 p.;Non;4;5;2260-3840;Physique & en ligne;Non;http://www.aucame.fr/web/publications/acturba/fichiers/ActUrba13_commerce.pdf;1;AMU 00118;Si l’agriculture a inventé les sociétés agraires - le commerce a inventé les sociétés urbaines. Grand marqueur de civilisation - le commerce suppose la rencontre de vendeurs de biens et d’acheteurs en un même lieu. Ce lieu ne tarde pas à s’aménager afin de concentrer les services - les équipements et les circulations qui permettent de négocier - de financer - de stocker - de transformer - d’informer… toutes activités issues de l’échange marchand. On peut distinguer trois grandes phases dans le lien entre la ville et le commerce dans l’histoire humaine : _ D’abord - le commerce fut générateur de l’urbain. Les villes se sont dimensionnées autour de la renommée de leurs foires - d’ampleur parfois internationale (comme en Flandres ou dans la vallée du Rhône) ou de rayonnement régional - permettant la convergence des produits des terroirs pour des marchés assurant la jonction entre la campagne - lieu de production - et la ville - lieu de négoce. La plupart de nos villes sont encore dessinées autour de leurs halles - de leur place du marché - avec une densité forte du bâti de centre urbain. _ Dans un deuxième temps - à partir du XIXe siècle - le commerce a accompagné l’urbain. En effet - pour capter les clientèles et les flux - les commerces se sont sédentarisés - installés sur une ou plusieurs grandes rues - avec des boutiques en pied d’immeuble et des logements dans les étages. Les foires et marchés ont laissé la place à un commerce permanent - structurant les premières opérations urbanistiques avec des passages commerciaux - des grands magasins. Les modes de vie se sont mis à évoluer plus vite que la ville. _ Le troisième mouvement marque une véritable révolution au sens premier du terme : le commerce jusqu’alors générateur de centralité urbaine s’est brusquement tourné vers la périphérie avec le phénomène de la grande distribution. Entre 1960 et 1990 - le commerce a profondément modifié le paysage urbain et les entrées de ville avec les vastes zones commerciales - créant non seulement une nouvelle interface entre urbanité et ruralité - mais aussi un tissu urbain distendu - avec de vastes espaces consommés - un bâti pauvre et théoriquement recyclable - tandis que les centres urbains se vidaient des commerces de proximité. Entrons-nous dans une quatrième phase ? À l’occasion d’une réflexion de Caen-Métropole sur le sujet - cet Act’Urba se propose de faire le point sur les enjeux du commerce et de la ville dans une vision prospective. ;Disponible;
421;12;10;Elaboration du Schéma Régional de Cohérence Ecologique Aquitaine (SRCE) - Volet a) Diagnostic et enjeux des continuités écologiques en  Aquitaine;355;48;Document de travail;01/06/13;120 p.;Non;111;5;Non;Physique;Non;Non;1;ENV 00056;Le présent document constitue le volet a) du Schéma régional de cohérence écologique (SRCE) d'Aquitaine relatif au diagnostic et aux enjeux liés aux continuités écologiques à l'échelle régionale. Il s'agit à ce stade d'élaboration d'un projet dont certaines rubriques devront être complétées ou adoptées en fonction de l'avancement des autres parties du SRCE. Ces rubriques à compléter ou à adapter sont surlignées en jaune.;Disponible;
424;22;10;La relocalisation des activités et des biens en Aquitaine - Site atelier de Lacanau;198;158;Non;01/05/14;34 p.;Non;111;5;Non;Physique;Non;Non;1;ENV 00057;Le GIP Littoral Aquitain en partenariat avec la commune  de Lacanau a initié une réflexion prospective pour la mise en œuvre d'un projet d'urbanisme - sur le long terme - tenant compte des implication du recul du trait de côte sur la station de Lacanau. Cette démarche vise à produire différents scénarios prospectifs de reconfiguration urbaine à l'horizon 2040/2100 - en lien avec un positionnement touristique.;Disponible;
422;22;10;Synthèse des enjeux de l'organisation de l'espace;198;158;Non;01/02/15;119 p.;Non;111;5;Non;Physique;Non;Non;1;ENV 00058;Le présent rapport s'organise autour des cinq grands chapitres thématisés en lien avec les problématiques spécifiques de l'aménagement du territoire du littoral aquitain - à savoir: les dynamiques démographiques et résidentielles - les espaces naturels agricoles et forestiers - les risques naturels - le développement économique ainsi que les mobilités. Il s'est agi de dessiner un portrait précis du littoral aquitain visant à mettre en avant des évolutions plutôt qu'un état des lieux figé. Chaque chapitre se conclut par une sélection des grands enjeux thématiques faisant écho aux questions que l'on peut se poser quant au devenir du littoral aquitain. Dans le souci de dépasser l'approche thématique - une relecture globale et croisée a permis de dégager les 5 grands enjeux transversaux en matière d'organisation de l'espace du littoral aquitain.;Disponible;
53;14;1;Plans locaux d’urbanisme intercommunaux;85;195;Non;06/02/12;156 p.;Non;29;5;0247-1159;Physique;Non;Non;1;AMT 00011;Le Plan local d’urbanisme intercommunal est à l’ordre du jour. Plusieurs dispositions de la Loi « Grenelle 2 » vont révolutionner les méthodes et les pratiques de la planification urbaine. Parmi celles-ci figure notamment l’encouragement à l’élaboration de Plans Locaux d’Urbanisme (PLU) à l’échelle intercommunale. Jusqu’ici « réservé » aux seules communautés qui en avaient la compétence soit de plein droit - comme les communautés urbaines - soit volontairement - comme certaines communautés d’agglomération ou communautés de communes - le Plan local d’urbanisme intercommunal (PLUI) devient par la loi Grenelle II un principe reconnu et encouragé. La loi précise aussi que les PLUI doivent intégrer - lorsqu’ils existent - les Programmes locaux de l’habitat (PLH) et les Plans de déplacements urbains (PDU) - devenant ainsi les instruments privilégiés de la mise en cohérence des politiques publiques territoriales. La « révolution » du PLU intercommunal ne réside pas dans son élargissement géographique car les PLU de certaines grandes communes couvraient déjà un très vaste territoire. Elle est bien davantage dans son caractère intégrateur (trois documents en un seul) et bien sûr dans son exigence d’intercommunalité.  Cette « révolution » a amené la FNAU - en partenariat avec le CERTU - à mobiliser les moyens d’expertise de son réseau pour recenser - mutualiser et capitaliser les meilleures pratiques en matière de planification urbaine intercommunale. Cet ouvrage en est le fruit. Il analyse - dans leur diversité géographique - culturelle ou territoriale - les expériences des PLUI de l’avant Grenelle et il propose un guide et des références pour la construction des PLUI de demain. Pédagogique et militant - il ouvre la voie à la généralisation de ces nouveaux documents d’urbanisme intégrateurs.;Disponible;
418;22;13;20e Rapport sur l'État du Mal-Logement en France;178;165;Edition 2015;26/01/15;314 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.fondation-abbe-pierre.fr/20e-reml;3;HAB 00026;La Fondation Abbé Pierre publie cette année son 20e rapport sur « L’État du mal-logement en France ». 20 ans après - elle ne s’imaginait pas devoir dresser un aussi dur constat de la situation actuelle. Une occasion de s’interroger sur les blocages structurels - sociaux ou idéologiques - qui produisent aujourd’hui une situation toujours aussi pénible pour plusieurs millions de nos concitoyens - dont plus de 3.5 millions sont mal logés ou même en errance... Ces personnes - dont on parle finalement davantage à coups de statistiques - la Fondation a voulu montrer leur quotidien de forçats de l’abri - se heurtant aux manques criants de réponses à leurs besoins et à des labyrinthes institutionnels froids ou kafkaïens (malgré les nombreuses mesures mises en œuvre ces dernières années - telles la loi Dalo - le « logement d’abord » - le SIAO - etc...) - oubliant que derrière chacun de ces millions de ménages - il y a des enfants - des femmes - des vieillards - des hommes - tordus de souffrance et de peur du lendemain - quand ce n’est pas du soir même. Aujourd’hui - la crise du logement est toujours aussi criante. Et - malgré des intentions politiques qui prêtaient à l’optimisme - certaines des avancées sociales annoncées ont eu bien du mal à se concrétiser quand elles n’ont pas été détricotées en chemin... alors même qu’elles bénéficiaient d’un soutien politique - d’un mandat électoral clair et d’un réel relais dans l’opinion. Pourquoi cette résistance ? Le manque de volonté des acteurs et des financements publics n’est pas seul en cause. En s’appuyant sur les leçons de ces vingt ans d’action et d’inaction et sur son Contrat social pour une nouvelle politique du logement qui reste en jachère malgré la signature présidentielle - la Fondation Abbé Pierre s’interroge et interpelle à nouveau les pouvoirs publics de tous niveaux dans les responsabilités qui sont les leurs. Pour la vingtième fois. Mais elle garde des raisons de croire qu’elle continuera à dépasser les résistances au profit du plus grand nombre.;Disponible;
